Date,AAPL,MSFT,AMZN,PG
2021-08-16,149.1951141357422,288.2198791503906,164.94949340820312,136.7939910888672
2021-08-17,148.27694702148438,286.7328186035156,162.09800720214844,137.0209503173828
2021-08-18,144.49574279785156,284.978271484375,160.06100463867188,135.52667236328125
2021-08-19,144.83139038085938,290.898681640625,159.3874969482422,137.12503051757812
2021-08-20,146.30242919921875,298.33856201171875,159.99749755859375,137.2195587158203
2021-08-23,147.8030548095703,298.622802734375,163.2935028076172,136.51974487304688
2021-08-24,147.71421813964844,296.63299560546875,165.28900146484375,135.41314697265625
2021-08-25,146.4702606201172,296.0351257324219,164.95899963378906,134.93084716796875
2021-08-26,145.66070556640625,293.1728515625,165.8000030517578,134.69439697265625
2021-08-27,146.7072296142578,293.7903747558594,167.48150634765625,134.5903778076172
2021-08-30,151.16961669921875,297.58380126953125,171.07850646972656,135.1767578125
2021-08-31,149.8960723876953,295.9076843261719,173.5395050048828,134.66604614257812
2021-09-01,150.5673828125,295.85858154296875,173.9499969482422,136.03736877441406
2021-09-02,151.69288635253906,295.19207763671875,173.156005859375,136.1414031982422
2021-09-03,152.33460998535156,295.1822814941406,173.90249633789062,136.2360076904297
2021-09-07,154.69419860839844,294.2412414550781,175.46449279785156,135.72528076171875
2021-09-08,153.13427734375,294.2705993652344,176.27499389648438,136.75616455078125
2021-09-09,152.1075439453125,291.3692626953125,174.20799255371094,136.1792449951172
2021-09-10,147.07249450683594,289.85968017578125,173.45750427246094,136.31166076660156
2021-09-13,147.64511108398438,291.1143798828125,172.85850524902344,137.77755737304688
2021-09-14,146.23330688476562,293.8589782714844,172.5,137.54112243652344
2021-09-15,147.13172912597656,298.7895202636719,173.7895050048828,137.24794006347656
2021-09-16,146.89480590820312,299.1816101074219,174.41200256347656,136.29273986816406
2021-09-17,144.1995391845703,293.9374084472656,173.12600708007812,136.51028442382812
2021-09-20,141.11929321289062,288.4775695800781,167.7864990234375,135.138916015625
2021-09-21,141.60304260253906,288.9676818847656,167.18150329589844,135.3469696044922
2021-09-22,143.9922332763672,292.6729431152344,169.00250244140625,135.81039428710938
2021-09-23,144.95974731445312,293.6335754394531,170.8000030517578,136.368408203125
2021-09-24,145.048583984375,293.427734375,171.2760009765625,135.7631378173828
2021-09-27,143.51834106445312,288.3502197265625,170.2899932861328,133.97564697265625
2021-09-28,140.10243225097656,277.910888671875,165.79800415039062,132.96368408203125
2021-09-29,141.0106964111328,278.3813781738281,165.05599975585938,134.31610107421875
2021-09-30,139.69764709472656,276.342529296875,164.2519989013672,132.21652221679688
2021-10-01,140.8329620361328,283.3804931640625,164.16299438476562,132.00848388671875
2021-10-04,137.36770629882812,277.5090026855469,159.48899841308594,131.2613067626953
2021-10-05,139.31260681152344,283.0472717285156,161.0500030517578,131.77203369140625
2021-10-06,140.19126892089844,287.3111267089844,163.10049438476562,133.53111267089844
2021-10-07,141.46482849121094,289.0167236328125,165.1215057373047,134.599853515625
2021-10-08,141.0797882080078,289.0167236328125,164.43099975585938,134.04183959960938
2021-10-11,140.990966796875,288.40899658203125,162.31500244140625,134.599853515625
2021-10-12,139.70750427246094,287.0857238769531,162.3665008544922,134.40122985839844
2021-10-13,139.1151580810547,290.4478454589844,164.21400451660156,134.71331787109375
2021-10-14,141.92884826660156,296.7604064941406,164.9929962158203,136.2360076904297
2021-10-15,142.9951171875,298.1915588378906,170.4510040283203,136.5859375
2021-10-18,144.6833038330078,301.21063232421875,172.33700561523438,134.61874389648438
2021-10-19,146.8651580810547,302.13201904296875,172.20750427246094,133.02989196777344
2021-10-20,147.35877990722656,301.3282775878906,170.7530059814453,133.55003356933594
2021-10-21,147.57598876953125,304.6119384765625,171.75050354003906,132.5889129638672
2021-10-22,146.79608154296875,303.0436096191406,166.77749633789062,134.01634216308594
2021-10-25,146.74668884277344,302.0340270996094,166.01849365234375,134.03538513183594
2021-10-26,147.4180450439453,303.97479248046875,168.80349731445312,135.93861389160156
2021-10-27,146.95404052734375,316.7764587402344,169.62449645996094,134.9679412841797
2021-10-28,150.62664794921875,317.93316650390625,172.32850646972656,135.77682495117188
2021-10-29,147.8919219970703,325.05926513671875,168.6215057373047,136.07183837890625
2021-11-01,147.06260681152344,322.8537292480469,165.90550231933594,135.73876953125
2021-11-02,148.10914611816406,326.5394287109375,165.6374969482422,137.09007263183594
2021-11-03,149.56040954589844,327.3922119140625,169.1999969482422,138.03219604492188
2021-11-04,149.0371551513672,329.78387451171875,173.85000610351562,138.28912353515625
2021-11-05,149.57106018066406,329.4114074707031,175.94949340820312,138.9742889404297
2021-11-08,148.74053955078125,330.32305908203125,174.44900512695312,137.93699645996094
2021-11-09,149.1063690185547,329.3036193847656,178.81149291992188,138.35572814941406
2021-11-10,146.24900817871094,324.2554931640625,174.1024932861328,139.71652221679688
2021-11-11,146.19955444335938,325.8532409667969,173.625,139.31683349609375
2021-11-12,148.2956085205078,330.058349609375,176.25750732421875,139.46908569335938
2021-11-15,148.30551147460938,329.4212341308594,177.28399658203125,140.2684783935547
2021-11-16,149.29421997070312,332.79315185546875,177.03500366210938,140.06863403320312
2021-11-17,151.75607299804688,333.01904296875,177.4499969482422,139.9829864501953
2021-11-18,156.08657836914062,335.13037109375,184.80299377441406,140.0019989013672
2021-11-19,158.73634338378906,336.9372253417969,183.82850646972656,139.71652221679688
2021-11-22,159.20101928710938,333.71624755859375,178.6284942626953,140.64910888671875
2021-11-23,159.58657836914062,331.6049499511719,179.0019989013672,142.2097625732422
2021-11-24,160.11061096191406,331.8307800292969,179.02049255371094,141.46751403808594
2021-11-26,155.03855895996094,323.74884033203125,175.22799682617188,140.3350830078125
2021-11-29,158.42982482910156,330.5738525390625,178.07850646972656,141.8101043701172
2021-11-30,163.43264770507812,324.6424865722656,175.35350036621094,137.58489990234375
2021-12-01,162.90867614746094,324.14166259765625,172.18600463867188,139.31683349609375
2021-12-02,161.91006469726562,323.5622863769531,171.8679962158203,140.13523864746094
2021-12-03,160.01174926757812,317.19891357421875,169.489501953125,142.6284942626953
2021-12-06,163.45242309570312,320.3216552734375,171.36849975585938,144.78866577148438
2021-12-07,169.2462158203125,328.8946228027344,176.1645050048828,144.4080352783203
2021-12-08,173.10218811035156,328.9437255859375,176.1580047607422,145.0551300048828
2021-12-09,172.5880584716797,327.1073303222656,174.17100524902344,145.90206909179688
2021-12-10,177.42282104492188,336.3775634765625,172.21200561523438,147.93850708007812
2021-12-13,173.75473022460938,333.2939758300781,169.5675048828125,150.04159545898438
2021-12-14,172.36065673828125,322.4329833984375,169.0915069580078,150.59353637695312
2021-12-15,177.27450561523438,328.62945556640625,173.31500244140625,151.17401123046875
2021-12-16,170.31405639648438,319.05487060546875,168.87100219726562,153.31515502929688
2021-12-17,169.20669555664062,317.9746398925781,170.0175018310547,149.84176635742188
2021-12-20,167.83236694335938,314.15460205078125,167.07899475097656,150.22239685058594
2021-12-21,171.03579711914062,321.4018859863281,170.41700744628906,150.12722778320312
2021-12-22,173.65586853027344,327.2055358886719,171.03700256347656,151.6117706298828
2021-12-23,174.28863525390625,328.66876220703125,171.06849670410156,152.35403442382812
2021-12-27,178.29286193847656,336.2891845703125,169.66949462890625,154.13356018066406
2021-12-28,177.26461791992188,335.1107177734375,170.66099548339844,154.96145629882812
2021-12-29,177.3536376953125,335.7981262207031,169.2010040283203,156.24612426757812
2021-12-30,176.18690490722656,333.2154541015625,168.64450073242188,154.8948516845703
